variant,scenario,cache,wallMs,userSeconds,systemSeconds,maxRssBytes,lintRequests,observedSpawns,nodeStarts,logBytes,exitCode,outcome
candidate,disabled,warm,160.2382080000025,0.19,0.03,114606080,0,0,2,0,0,disabled
candidate,disabled,warm,158.96458299999722,0.18,0.03,114491392,0,0,2,0,0,disabled
old,disabled,warm,163.12354100000084,0.18,0.03,115015680,0,0,2,111,0,disabled
old,disabled,warm,159.221375000001,0.18,0.03,114900992,0,0,2,111,0,disabled
candidate,disabled,warm,158.8459580000017,0.18,0.03,113786880,0,0,2,0,0,disabled
candidate,disabled,warm,161.76529200000004,0.19,0.03,115572736,0,0,2,0,0,disabled
old,disabled,warm,143.20658300000287,0.18,0.03,115146752,0,0,2,111,0,disabled
old,disabled,warm,153.8887500000019,0.19,0.03,114671616,0,0,2,111,0,disabled
candidate,disabled,warm,157.2232499999991,0.17,0.03,114311168,0,0,2,0,0,disabled
candidate,disabled,warm,158.7335830000011,0.17,0.03,114917376,0,0,2,0,0,disabled
old,disabled,warm,164.82937499999753,0.19,0.04,116047872,0,0,2,111,0,disabled
old,disabled,warm,152.0065420000028,0.18,0.03,114982912,0,0,2,111,0,disabled
candidate,disabled,warm,165.48025000000052,0.18,0.03,114556928,0,0,2,0,0,disabled
candidate,disabled,warm,163.09458300000188,0.18,0.03,114475008,0,0,2,0,0,disabled
old,disabled,warm,158.41858299999876,0.18,0.03,115195904,0,0,2,111,0,disabled
old,disabled,warm,162.4230839999982,0.19,0.03,116031488,0,0,2,111,0,disabled
candidate,disabled,warm,141.25224999999773,0.17,0.03,114655232,0,0,2,0,0,disabled
candidate,disabled,warm,152.8279999999977,0.17,0.03,114507776,0,0,2,0,0,disabled
old,disabled,warm,149.8523329999989,0.17,0.03,114769920,0,0,2,111,0,disabled
old,disabled,warm,149.90554200000042,0.17,0.03,114982912,0,0,2,111,0,disabled
candidate,disabled,warm,148.09070799999972,0.17,0.03,114884608,0,0,2,0,0,disabled
candidate,disabled,warm,170.60675000000265,0.18,0.03,115163136,0,0,2,0,0,disabled
old,disabled,warm,148.65587500000038,0.17,0.03,115015680,0,0,2,111,0,disabled
old,disabled,warm,153.7690419999999,0.17,0.03,114884608,0,0,2,111,0,disabled
candidate,disabled,warm,149.03995900000155,0.17,0.03,114442240,0,0,2,0,0,disabled
candidate,disabled,warm,145.15799999999945,0.17,0.03,114458624,0,0,2,0,0,disabled
old,disabled,warm,151.96562500000073,0.17,0.03,115032064,0,0,2,111,0,disabled
old,disabled,warm,153.35491600000023,0.17,0.03,115081216,0,0,2,111,0,disabled
candidate,disabled,warm,152.1810000000005,0.17,0.03,114524160,0,0,2,0,0,disabled
candidate,disabled,warm,152.26241700000173,0.17,0.03,114556928,0,0,2,0,0,disabled
old,disabled,warm,143.02237499999683,0.17,0.03,114688000,0,0,2,111,0,disabled
old,disabled,warm,154.40504099999816,0.17,0.03,114999296,0,0,2,111,0,disabled
candidate,disabled,warm,149.31987500000105,0.17,0.03,114753536,0,0,2,0,0,disabled
candidate,disabled,warm,151.34229200000118,0.17,0.03,114294784,0,0,2,0,0,disabled
old,disabled,warm,149.90333299999838,0.17,0.03,115097600,0,0,2,111,0,disabled
old,disabled,warm,142.4190000000017,0.17,0.03,114868224,0,0,2,111,0,disabled
candidate,disabled,warm,152.6387500000019,0.17,0.03,114409472,0,0,2,0,0,disabled
candidate,disabled,warm,152.6362079999999,0.17,0.03,114311168,0,0,2,0,0,disabled
old,disabled,warm,150.87366699999984,0.17,0.03,114720768,0,0,2,111,0,disabled
old,disabled,warm,149.21658300000126,0.17,0.03,115048448,0,0,2,111,0,disabled
candidate,disabled,warm,146.07974999999715,0.17,0.03,114540544,0,0,2,0,0,disabled
candidate,disabled,warm,155.1684580000001,0.17,0.03,114491392,0,0,2,0,0,disabled
old,disabled,warm,151.3842500000028,0.16,0.03,113836032,0,0,2,111,0,disabled
old,disabled,warm,152.50400000000081,0.17,0.03,114835456,0,0,2,111,0,disabled
candidate,disabled,warm,150.49454200000037,0.17,0.03,114507776,0,0,2,0,0,disabled
candidate,disabled,warm,150.97833399999945,0.17,0.03,114278400,0,0,2,0,0,disabled
old,disabled,warm,150.81395899999916,0.17,0.03,114589696,0,0,2,111,0,disabled
old,disabled,warm,155.44637499999953,0.17,0.03,114999296,0,0,2,111,0,disabled
candidate,disabled,warm,151.10258299999987,0.17,0.03,114229248,0,0,2,0,0,disabled
candidate,disabled,warm,154.01266600000235,0.17,0.03,114180096,0,0,2,0,0,disabled
old,disabled,warm,153.45224999999482,0.17,0.03,115245056,0,0,2,111,0,disabled
old,disabled,warm,154.56375000000116,0.17,0.03,114950144,0,0,2,111,0,disabled
candidate,disabled,warm,152.86375000000407,0.17,0.03,114163712,0,0,2,0,0,disabled
candidate,disabled,warm,147.40641600000527,0.17,0.03,114442240,0,0,2,0,0,disabled
old,disabled,warm,152.015542000001,0.16,0.03,114835456,0,0,2,111,0,disabled
old,write,warm,653.1365839999999,0.17,0.03,117719040,1,3,6,114,0,timeout
candidate,write,warm,1623.7383750000008,1.91,0.3,454885376,1,3,7,0,0,diagnostic
candidate,write,warm,1604.6532910000024,1.91,0.3,453951488,1,3,7,0,0,diagnostic
old,write,warm,653.2585410000029,0.17,0.03,115802112,1,3,6,114,0,timeout
old,write,warm,655.8996249999982,0.17,0.03,115703808,1,3,6,114,0,timeout
candidate,write,warm,1631.2426669999986,1.93,0.3,454459392,1,3,7,0,0,diagnostic
candidate,write,warm,1595.3334169999944,1.91,0.3,455360512,1,3,7,0,0,diagnostic
old,write,warm,652.3136669999949,0.17,0.03,115572736,1,3,6,114,0,timeout
old,write,warm,659.340750000003,0.17,0.03,115654656,1,3,6,114,0,timeout
candidate,write,warm,1670.1430829999954,1.99,0.32,455901184,1,3,7,0,0,diagnostic
candidate,write,warm,1722.4344589999964,2.07,0.36,454623232,1,3,7,0,0,diagnostic
old,write,warm,650.1836250000051,0.18,0.03,115572736,1,3,6,114,0,timeout
old,write,warm,659.7356250000012,0.19,0.04,117932032,1,3,6,114,0,timeout
candidate,write,warm,1683.3749590000007,1.99,0.34,455294976,1,3,7,0,0,diagnostic
candidate,write,warm,1614.9340410000004,1.92,0.3,455655424,1,3,7,0,0,diagnostic
old,write,warm,658.9223339999953,0.17,0.03,117948416,1,3,6,114,0,timeout
old,write,warm,657.7412919999988,0.17,0.03,115638272,1,3,6,114,0,timeout
candidate,write,warm,1592.7562920000055,1.94,0.31,455376896,1,3,7,0,0,diagnostic
candidate,write,warm,1621.0802919999987,1.91,0.3,462372864,1,3,7,0,0,diagnostic
old,write,warm,651.9895830000023,0.17,0.03,115277824,1,3,6,114,0,timeout
old,write,warm,650.7615000000005,0.17,0.03,115965952,1,3,6,114,0,timeout
candidate,write,warm,1591.4000000000015,1.92,0.3,455262208,1,3,7,0,0,diagnostic
candidate,write,warm,1615.9819579999967,1.91,0.3,455098368,1,3,7,0,0,diagnostic
old,write,warm,655.8521249999976,0.17,0.03,115376128,1,3,6,114,0,timeout
old,write,warm,661.9291249999951,0.17,0.03,117702656,1,3,6,114,0,timeout
candidate,write,warm,1607.5529169999936,1.92,0.3,455426048,1,3,7,0,0,diagnostic
candidate,write,warm,1611.6997919999994,1.92,0.31,455360512,1,3,7,0,0,diagnostic
old,write,warm,653.4860420000041,0.18,0.03,117768192,1,3,6,114,0,timeout
old,write,warm,662.317916,0.19,0.04,118226944,1,3,6,114,0,timeout
candidate,write,warm,1732.2021660000028,2.1,0.36,456081408,1,3,7,0,0,diagnostic
candidate,write,warm,1639.4769579999993,1.94,0.31,455524352,1,3,7,0,0,diagnostic
old,write,warm,652.1067499999917,0.17,0.03,115687424,1,3,6,114,0,timeout
old,write,warm,657.4284579999949,0.17,0.03,117768192,1,3,6,114,0,timeout
candidate,write,warm,1639.322165999998,1.92,0.3,452149248,1,3,7,0,0,diagnostic
candidate,write,warm,1638.5423330000049,1.92,0.3,454344704,1,3,7,0,0,diagnostic
old,write,warm,658.9697080000042,0.17,0.03,118013952,1,3,6,114,0,timeout
old,write,warm,657.1567919999943,0.17,0.03,116031488,1,3,6,114,0,timeout
candidate,write,warm,1631.5658339999936,1.93,0.3,455737344,1,3,7,0,0,diagnostic
candidate,write,warm,1620.5544999999984,1.91,0.3,464519168,1,3,7,0,0,diagnostic
old,write,warm,656.7039170000062,0.18,0.03,115769344,1,3,6,114,0,timeout
old,write,warm,659.5895830000081,0.17,0.03,117981184,1,3,6,114,0,timeout
candidate,write,warm,1636.203416999997,1.93,0.3,455720960,1,3,7,0,0,diagnostic
candidate,write,warm,1640.0335840000043,1.95,0.31,455049216,1,3,7,0,0,diagnostic
old,write,warm,656.3430829999998,0.17,0.03,115539968,1,3,6,114,0,timeout
old,write,warm,659.9042909999989,0.17,0.03,115310592,1,3,6,114,0,timeout
candidate,write,warm,1619.8645839999954,1.93,0.3,455327744,1,3,7,0,0,diagnostic
candidate,write,warm,1610.5006670000002,1.92,0.3,453574656,1,3,7,0,0,diagnostic
old,write,warm,645.5203330000077,0.17,0.03,115195904,1,3,6,114,0,timeout
old,write,warm,656.525250000006,0.18,0.03,115769344,1,3,6,114,0,timeout
candidate,write,warm,1592.427416000006,1.92,0.3,464977920,1,3,7,0,0,diagnostic
candidate,write,warm,1621.919458999997,1.93,0.3,454426624,1,3,7,0,0,diagnostic
old,write,warm,648.7292920000036,0.17,0.03,115343360,1,3,6,114,0,timeout
old,write,warm,669.8840829999972,0.17,0.03,118374400,1,3,6,114,0,timeout
candidate,write,warm,1613.996417000002,1.92,0.3,453705728,1,3,7,0,0,diagnostic
candidate,write,warm,1607.9444999999978,1.92,0.3,454246400,1,3,7,0,0,diagnostic
old,write,warm,652.812957999995,0.17,0.03,114868224,1,3,6,114,0,timeout
old,write,warm,645.5294169999979,0.17,0.03,115441664,1,3,6,114,0,timeout
candidate,write,warm,1618.3693749999948,1.91,0.31,454426624,1,3,7,0,0,diagnostic
candidate,write,warm,1597.7364170000073,1.93,0.31,454672384,1,3,7,0,0,diagnostic
old,write,warm,651.0591669999994,0.17,0.03,118013952,1,3,6,114,0,timeout
old,read,cold,636.1338339999929,0.15,0.02,99680256,1,5,6,114,0,timeout
candidate,read,cold,143.41949999998906,0.15,0.02,99106816,0,1,2,0,0,read
candidate,read,cold,137.82108300000255,0.15,0.02,98959360,0,1,2,0,0,read
old,read,cold,650.6342909999948,0.15,0.02,99549184,1,5,6,114,0,timeout
old,read,cold,647.5957920000073,0.15,0.02,99844096,1,5,6,114,0,timeout
candidate,read,cold,145.49695800000336,0.15,0.02,99188736,0,1,2,0,0,read
candidate,read,cold,148.08174999999756,0.15,0.02,99024896,0,1,2,0,0,read
old,read,cold,649.3116250000021,0.15,0.02,99549184,1,5,6,114,0,timeout
old,read,cold,649.3475000000035,0.15,0.02,99663872,1,5,6,114,0,timeout
candidate,read,cold,147.45679199999722,0.15,0.02,99008512,0,1,2,0,0,read
candidate,read,cold,150.01549999999406,0.15,0.02,99123200,0,1,2,0,0,read
old,read,cold,651.646332999997,0.15,0.02,99778560,1,5,6,114,0,timeout
old,read,cold,649.8950000000041,0.15,0.02,99008512,1,5,6,114,0,timeout
candidate,read,cold,148.34945799999696,0.15,0.02,99270656,0,1,2,0,0,read
candidate,read,cold,148.38087500000256,0.15,0.02,98992128,0,1,2,0,0,read
old,read,cold,650.531707999995,0.15,0.02,99778560,1,5,6,114,0,timeout
old,read,cold,654.5785409999953,0.15,0.02,99647488,1,5,6,114,0,timeout
candidate,read,cold,148.61791600000288,0.15,0.02,98910208,0,1,2,0,0,read
candidate,read,cold,147.37879200000316,0.15,0.02,99237888,0,1,2,0,0,read
old,read,cold,649.065791999994,0.15,0.02,99860480,1,5,6,114,0,timeout
old,read,cold,653.2483750000101,0.15,0.02,99745792,1,5,6,114,0,timeout
candidate,read,cold,149.10791700000118,0.15,0.02,98975744,0,1,2,0,0,read
candidate,read,cold,151.3842500000028,0.15,0.02,99106816,0,1,2,0,0,read
old,read,cold,643.312459000008,0.15,0.02,99598336,1,5,6,114,0,timeout
old,read,cold,640.8242499999906,0.15,0.02,99631104,1,5,6,114,0,timeout
candidate,read,cold,149.82704200000444,0.15,0.02,99074048,0,1,2,0,0,read
candidate,read,cold,158.26416700000118,0.16,0.02,99123200,0,1,2,0,0,read
old,read,cold,638.0980409999902,0.15,0.02,99500032,1,5,6,114,0,timeout
old,read,cold,643.572417000003,0.15,0.02,99614720,1,5,6,114,0,timeout
candidate,read,cold,146.15016599999217,0.15,0.02,99024896,0,1,2,0,0,read
candidate,read,cold,147.81550000001153,0.16,0.02,98975744,0,1,2,0,0,read
old,read,cold,647.8904999999941,0.15,0.02,99418112,1,5,6,114,0,timeout
old,read,cold,640.7211250000109,0.15,0.02,99614720,1,5,6,114,0,timeout
candidate,read,cold,151.15716699999757,0.16,0.02,98828288,0,1,2,0,0,read
candidate,read,cold,133.54812500000116,0.15,0.02,98910208,0,1,2,0,0,read
old,read,cold,648.0827080000017,0.15,0.02,99893248,1,5,6,114,0,timeout
old,read,cold,650.0561250000028,0.15,0.02,99811328,1,5,6,114,0,timeout
candidate,read,cold,147.8693329999951,0.15,0.02,98664448,0,1,2,0,0,read
candidate,read,cold,146.45304199999373,0.15,0.02,99024896,0,1,2,0,0,read
old,read,cold,647.0607089999976,0.15,0.02,99745792,1,5,6,114,0,timeout
old,read,cold,648.0754159999924,0.15,0.02,99696640,1,5,6,114,0,timeout
candidate,read,cold,144.0513329999958,0.15,0.02,98975744,0,1,2,0,0,read
candidate,read,cold,152.91108299999905,0.15,0.02,99123200,0,1,2,0,0,read
old,read,cold,652.6885829999956,0.15,0.02,99172352,1,5,6,114,0,timeout
old,read,cold,649.9704159999965,0.15,0.02,99762176,1,5,6,114,0,timeout
candidate,read,cold,151.7979159999959,0.15,0.02,99221504,0,1,2,0,0,read
candidate,read,cold,146.9548330000107,0.15,0.02,99057664,0,1,2,0,0,read
old,read,cold,654.025542000003,0.15,0.02,99794944,1,5,6,114,0,timeout
old,read,cold,652.9262500000041,0.15,0.02,99991552,1,5,6,114,0,timeout
candidate,read,cold,147.9002080000064,0.15,0.02,99123200,0,1,2,0,0,read
candidate,read,cold,147.88645800000813,0.15,0.02,98877440,0,1,2,0,0,read
old,read,cold,652.9859579999902,0.15,0.02,99942400,1,5,6,114,0,timeout
old,read,cold,654.379832999999,0.15,0.02,99565568,1,5,6,114,0,timeout
candidate,read,cold,148.04666599999473,0.15,0.02,99123200,0,1,2,0,0,read
candidate,read,cold,147.71108300000196,0.15,0.02,98992128,0,1,2,0,0,read
old,read,cold,648.5102919999918,0.15,0.02,99876864,1,5,6,114,0,timeout
old,read,cold,649.9342909999978,0.15,0.02,99860480,1,5,6,114,0,timeout
candidate,read,cold,150.31641600000148,0.15,0.02,99139584,0,1,2,0,0,read
candidate,read,cold,154.55704200000037,0.16,0.02,99008512,0,1,2,0,0,read
old,read,cold,638.9652910000004,0.15,0.02,99794944,1,5,6,114,0,timeout
old,disabled,cold,137.17004200001247,0.15,0.02,100155392,0,1,2,111,0,disabled
candidate,disabled,cold,141.27999999999884,0.15,0.02,98779136,0,1,2,0,0,disabled
candidate,disabled,cold,151.93004200000723,0.15,0.02,99106816,0,1,2,0,0,disabled
old,disabled,cold,145.1078750000015,0.15,0.02,99434496,0,1,2,111,0,disabled
old,disabled,cold,144.53220899999724,0.15,0.02,99467264,0,1,2,111,0,disabled
candidate,disabled,cold,141.99520800000755,0.15,0.02,99106816,0,1,2,0,0,disabled
candidate,disabled,cold,145.17170800000895,0.15,0.02,99287040,0,1,2,0,0,disabled
old,disabled,cold,144.78595900000073,0.15,0.02,99385344,0,1,2,111,0,disabled
old,disabled,cold,147.1758329999866,0.15,0.02,99778560,0,1,2,111,0,disabled
candidate,disabled,cold,148.01237499999115,0.15,0.02,99041280,0,1,2,0,0,disabled
candidate,disabled,cold,154.73775000000023,0.15,0.02,99188736,0,1,2,0,0,disabled
old,disabled,cold,149.18295800001943,0.15,0.02,99336192,0,1,2,111,0,disabled
old,disabled,cold,144.36295900002006,0.15,0.02,99696640,0,1,2,111,0,disabled
candidate,disabled,cold,150.2177500000107,0.15,0.02,99270656,0,1,2,0,0,disabled
candidate,disabled,cold,166.96229200001108,0.16,0.02,98828288,0,1,2,0,0,disabled
old,disabled,cold,142.38108299998567,0.15,0.02,99549184,0,1,2,111,0,disabled
old,disabled,cold,143.91849999999977,0.15,0.02,99680256,0,1,2,111,0,disabled
candidate,disabled,cold,149.36799999998766,0.15,0.02,99106816,0,1,2,0,0,disabled
candidate,disabled,cold,152.4403750000056,0.15,0.02,99254272,0,1,2,0,0,disabled
old,disabled,cold,142.93933399999514,0.15,0.02,99647488,0,1,2,111,0,disabled
old,disabled,cold,149.65354100000695,0.15,0.02,99532800,0,1,2,111,0,disabled
candidate,disabled,cold,150.6624160000065,0.15,0.02,99303424,0,1,2,0,0,disabled
candidate,disabled,cold,145.4536669999943,0.15,0.02,98975744,0,1,2,0,0,disabled
old,disabled,cold,148.77275000000373,0.15,0.02,99483648,0,1,2,111,0,disabled
old,disabled,cold,148.690042000002,0.15,0.02,99581952,0,1,2,111,0,disabled
candidate,disabled,cold,138.73970799997915,0.15,0.02,99090432,0,1,2,0,0,disabled
candidate,disabled,cold,147.50512499999604,0.15,0.02,99074048,0,1,2,0,0,disabled
old,disabled,cold,146.71337499999208,0.15,0.02,99680256,0,1,2,111,0,disabled
old,disabled,cold,144.9457499999844,0.15,0.02,99434496,0,1,2,111,0,disabled
candidate,disabled,cold,153.18041699999594,0.15,0.02,98877440,0,1,2,0,0,disabled
candidate,disabled,cold,146.5505000000121,0.15,0.02,98828288,0,1,2,0,0,disabled
old,disabled,cold,135.9799579999817,0.15,0.02,99401728,0,1,2,111,0,disabled
old,disabled,cold,148.69483400002355,0.15,0.02,99614720,0,1,2,111,0,disabled
candidate,disabled,cold,149.2689160000009,0.15,0.02,99008512,0,1,2,0,0,disabled
candidate,disabled,cold,144.68758399999933,0.15,0.02,99205120,0,1,2,0,0,disabled
old,disabled,cold,146.22220800002106,0.15,0.02,99500032,0,1,2,111,0,disabled
old,disabled,cold,142.37979199999245,0.15,0.02,99368960,0,1,2,111,0,disabled
candidate,disabled,cold,148.70175000000745,0.15,0.02,99205120,0,1,2,0,0,disabled
candidate,disabled,cold,150.3964580000029,0.15,0.02,99090432,0,1,2,0,0,disabled
old,disabled,cold,146.52870900000562,0.15,0.02,99467264,0,1,2,111,0,disabled
old,disabled,cold,150.65487500000745,0.15,0.02,99254272,0,1,2,111,0,disabled
candidate,disabled,cold,154.6661670000176,0.15,0.02,99287040,0,1,2,0,0,disabled
candidate,disabled,cold,154.78108399998746,0.15,0.02,98959360,0,1,2,0,0,disabled
old,disabled,cold,149.53316700001596,0.15,0.02,99598336,0,1,2,111,0,disabled
old,disabled,cold,146.02479199998197,0.15,0.02,99598336,0,1,2,111,0,disabled
candidate,disabled,cold,152.24904200001038,0.15,0.02,98680832,0,1,2,0,0,disabled
candidate,disabled,cold,148.78170799999498,0.15,0.02,99139584,0,1,2,0,0,disabled
old,disabled,cold,147.29008400000748,0.15,0.02,99663872,0,1,2,111,0,disabled
old,disabled,cold,146.73204200001783,0.15,0.02,99254272,0,1,2,111,0,disabled
candidate,disabled,cold,152.94224999999278,0.15,0.02,99008512,0,1,2,0,0,disabled
candidate,disabled,cold,150.97708300000522,0.15,0.02,99008512,0,1,2,0,0,disabled
old,disabled,cold,143.49775000000955,0.15,0.02,99385344,0,1,2,111,0,disabled
old,disabled,cold,147.81445899998653,0.15,0.02,99418112,0,1,2,111,0,disabled
candidate,disabled,cold,152.6115829999908,0.15,0.02,99123200,0,1,2,0,0,disabled
candidate,disabled,cold,147.99929099998553,0.15,0.02,99041280,0,1,2,0,0,disabled
old,disabled,cold,150.21454100002302,0.15,0.02,99516416,0,1,2,111,0,disabled
old,disabled,cold,146.65695799997775,0.15,0.02,99532800,0,1,2,111,0,disabled
candidate,disabled,cold,148.29683300000033,0.15,0.02,98975744,0,1,2,0,0,disabled
candidate,disabled,cold,150.71154200000456,0.15,0.02,98631680,0,1,2,0,0,disabled
old,disabled,cold,145.19391699999687,0.15,0.02,99745792,0,1,2,111,0,disabled
old,write,cold,654.7378339999996,0.15,0.02,100122624,1,5,6,114,0,timeout
candidate,write,cold,1878.017125000013,2.4,0.4,479526912,1,5,7,0,0,diagnostic
candidate,write,cold,1869.0349169999827,2.42,0.42,478167040,1,5,7,0,0,diagnostic
old,write,cold,647.2751670000143,0.15,0.02,99860480,1,5,6,114,0,timeout
old,write,cold,648.2855419999978,0.15,0.02,99778560,1,5,6,114,0,timeout
candidate,write,cold,1894.429833000002,2.42,0.4,478429184,1,5,7,0,0,diagnostic
candidate,write,cold,1906.6911670000118,2.45,0.41,480985088,1,5,7,0,0,diagnostic
old,write,cold,653.0164170000062,0.15,0.02,99811328,1,5,6,114,0,timeout
old,write,cold,646.6547920000157,0.15,0.02,99516416,1,5,6,114,0,timeout
candidate,write,cold,1893.8677919999755,2.41,0.41,478003200,1,5,7,0,0,diagnostic
candidate,write,cold,1872.596292000002,2.42,0.4,481689600,1,5,7,0,0,diagnostic
old,write,cold,642.1323749999865,0.15,0.02,99926016,1,5,6,114,0,timeout
old,write,cold,634.4350419999973,0.15,0.02,99581952,1,5,6,114,0,timeout
candidate,write,cold,1877.252124999999,2.43,0.42,479035392,1,5,7,0,0,diagnostic
candidate,write,cold,1896.4857919999922,2.44,0.41,480886784,1,5,7,0,0,diagnostic
old,write,cold,638.7205420000246,0.15,0.02,99680256,1,5,6,114,0,timeout
old,write,cold,650.1927080000169,0.15,0.02,99581952,1,5,6,114,0,timeout
candidate,write,cold,1877.9811249999912,2.41,0.41,478429184,1,5,7,0,0,diagnostic
candidate,write,cold,1922.280333999981,2.42,0.41,481624064,1,5,7,0,0,diagnostic
old,write,cold,644.2632499999891,0.15,0.02,99549184,1,5,6,114,0,timeout
old,write,cold,651.8996249999909,0.15,0.02,99680256,1,5,6,114,0,timeout
candidate,write,cold,1912.072833000013,2.46,0.42,480002048,1,5,7,0,0,diagnostic
candidate,write,cold,1897.6261670000094,2.44,0.41,482426880,1,5,7,0,0,diagnostic
old,write,cold,647.1801250000135,0.15,0.02,99844096,1,5,6,114,0,timeout
old,write,cold,651.1512079999957,0.15,0.02,99434496,1,5,6,114,0,timeout
